entity_id,entity_type,district,weather,temperature,timestamp,peak_hour,energy_consumed_kwh,energy_generated_kwh,grid_usage_kwh,energy_price,carbon_emission_kg,anomaly
4783,School,District-B,Windy,19,2026-05-30 18:55:41,Yes,169.34,59.47,109.87,0.33,49.44,No
4784,School,District-A,Rainy,16,2026-05-08 00:55:41,No,321.93,49.02,272.91,0.23,122.81,No
4785,University,District-A,Sunny,32,2026-05-26 14:55:41,No,315.35,140.57,174.78,0.23,78.65,No
4786,Factory,District-D,Windy,28,2026-06-01 01:55:41,No,2339.88,189.43,2150.45,0.24,967.7,Yes
4787,House,District-C,Sunny,16,2026-05-29 09:55:41,Yes,31.54,16.12,15.42,0.31,6.94,No
4788,Office,District-C,Windy,33,2026-05-07 20:55:41,Yes,266.59,137.66,128.93,0.25,58.02,No
4789,SolarFarm,District-E,Sunny,19,2026-05-11 13:55:41,No,320.59,6011.0,0,0.39,0.0,No
4790,Apartment,District-C,Rainy,27,2026-05-26 05:55:41,No,29.14,14.86,14.28,0.36,6.43,No
4791,SolarFarm,District-D,Rainy,38,2026-05-27 22:55:41,Yes,314.94,914.42,0,0.25,0.0,No
4792,Hospital,District-E,Cloudy,27,2026-05-09 16:55:41,No,582.35,89.1,493.25,0.22,221.96,No
4793,School,District-B,Windy,41,2026-05-22 07:55:41,Yes,337.92,120.81,217.11,0.28,97.7,Yes
4794,Office,District-A,Sunny,17,2026-05-17 01:55:41,No,185.27,49.73,135.54,0.39,60.99,No
4795,Factory,District-E,Rainy,21,2026-06-03 04:55:41,No,2198.06,236.24,1961.82,0.21,882.82,No
4796,Apartment,District-A,Windy,16,2026-05-27 23:55:41,No,42.86,18.41,24.45,0.25,11.0,Yes
4797,Apartment,District-A,Rainy,18,2026-05-12 09:55:41,Yes,94.04,54.18,39.86,0.31,17.94,No
4798,Hospital,District-E,Windy,28,2026-05-20 18:55:41,Yes,784.5,466.57,317.93,0.28,143.07,No
4799,SolarFarm,District-A,Cloudy,37,2026-06-02 10:55:41,Yes,442.09,1196.04,0,0.24,0.0,No
4800,Hospital,District-E,Cloudy,16,2026-05-28 20:55:41,Yes,546.86,75.94,470.92,0.33,211.91,No
4801,Apartment,District-E,Windy,23,2026-05-23 00:55:41,No,68.32,0.77,67.55,0.19,30.4,No
4802,Office,District-A,Cloudy,44,2026-05-08 20:55:41,Yes,432.04,58.56,373.48,0.25,168.07,No
4803,Factory,District-B,Windy,17,2026-06-01 07:55:41,Yes,3385.03,1029.04,2355.99,0.22,1060.2,No
4804,Office,District-E,Cloudy,26,2026-06-06 01:55:41,No,210.36,59.38,150.98,0.18,67.94,No
4805,Office,District-A,Sunny,21,2026-05-09 23:55:41,No,383.25,216.71,166.54,0.36,74.94,No
4806,Factory,District-D,Rainy,38,2026-05-16 17:55:41,Yes,2432.15,1208.58,1223.57,0.21,550.61,No
4807,University,District-A,Cloudy,42,2026-05-26 08:55:41,Yes,393.52,27.42,366.1,0.22,164.75,No
4808,Factory,District-A,Rainy,15,2026-05-12 06:55:41,No,1467.38,187.23,1280.15,0.34,576.07,No
4809,Apartment,District-D,Cloudy,43,2026-05-20 23:55:41,No,40.39,13.68,26.71,0.18,12.02,No
4810,School,District-A,Rainy,28,2026-05-24 02:55:41,No,220.87,123.4,97.47,0.19,43.86,No
4811,Hospital,District-B,Windy,31,2026-05-23 20:55:41,Yes,1140.69,661.93,478.76,0.25,215.44,No
4812,University,District-E,Cloudy,15,2026-06-03 11:55:41,No,467.77,119.68,348.09,0.29,156.64,No
4813,SolarFarm,District-D,Cloudy,39,2026-05-18 04:55:41,No,165.53,1612.15,0,0.17,0.0,No
4814,University,District-B,Sunny,35,2026-05-19 11:55:41,No,279.61,158.69,120.92,0.24,54.41,No
4815,Apartment,District-C,Cloudy,45,2026-05-22 17:55:41,Yes,71.19,39.84,31.35,0.3,14.11,No
4816,Hospital,District-D,Sunny,43,2026-05-27 10:55:41,Yes,1181.18,400.86,780.32,0.35,351.14,No
4817,Office,District-C,Rainy,24,2026-05-21 23:55:41,No,184.12,69.25,114.87,0.25,51.69,No
4818,Factory,District-E,Rainy,38,2026-05-16 01:55:41,No,2483.97,1185.93,1298.04,0.36,584.12,No
4819,Hospital,District-C,Windy,45,2026-05-12 01:55:41,No,992.55,348.05,644.5,0.21,290.03,No
4820,School,District-D,Cloudy,19,2026-05-17 00:55:41,No,276.12,119.22,156.9,0.32,70.61,No
4821,Office,District-C,Cloudy,17,2026-05-10 01:55:41,No,192.61,115.0,77.61,0.3,34.92,No
4822,Office,District-D,Sunny,20,2026-06-04 11:55:41,No,232.64,45.83,186.81,0.38,84.06,No
4823,SolarFarm,District-D,Sunny,15,2026-05-21 08:55:41,Yes,424.77,4922.01,0,0.34,0.0,No
4824,Office,District-B,Rainy,37,2026-05-17 03:55:41,No,390.74,13.37,377.37,0.36,169.82,No
4825,Factory,District-B,Cloudy,39,2026-05-14 04:55:41,No,1275.39,526.26,749.13,0.23,337.11,No
4826,School,District-D,Windy,35,2026-05-12 21:55:41,Yes,171.5,37.8,133.7,0.4,60.16,No
4827,Apartment,District-B,Windy,20,2026-05-21 15:55:41,No,60.3,17.56,42.74,0.38,19.23,No
4828,Office,District-C,Windy,42,2026-06-01 17:55:41,Yes,261.89,140.22,121.67,0.16,54.75,No
4829,SolarFarm,District-D,Windy,37,2026-05-18 20:55:41,Yes,578.77,2192.27,0,0.31,0.0,No
4830,University,District-C,Sunny,31,2026-05-13 17:55:41,Yes,583.66,202.06,381.6,0.21,171.72,No
4831,SolarFarm,District-C,Windy,18,2026-05-22 03:55:41,No,428.86,1170.17,0,0.19,0.0,No
4832,House,District-A,Cloudy,37,2026-05-13 14:55:41,No,13.07,3.64,9.43,0.15,4.24,No
4833,SolarFarm,District-D,Rainy,23,2026-05-21 01:55:41,No,372.6,2269.61,0,0.32,0.0,No
4834,School,District-E,Rainy,39,2026-05-12 10:55:41,Yes,396.08,56.42,339.66,0.24,152.85,No
4835,House,District-B,Windy,41,2026-05-31 23:55:41,No,30.93,17.44,13.49,0.31,6.07,No
4836,University,District-A,Cloudy,31,2026-05-09 20:55:41,Yes,545.92,262.09,283.83,0.34,127.72,No
4837,Apartment,District-B,Cloudy,33,2026-05-24 06:55:41,No,47.33,13.21,34.12,0.21,15.35,No
4838,School,District-C,Sunny,15,2026-05-23 11:55:41,No,238.89,50.15,188.74,0.27,84.93,No
4839,University,District-D,Sunny,15,2026-05-28 02:55:41,No,426.21,103.69,322.52,0.21,145.13,No
4840,Office,District-E,Windy,40,2026-05-27 11:55:41,No,146.75,25.71,121.04,0.15,54.47,No
4841,House,District-B,Rainy,16,2026-05-13 10:55:41,Yes,35.34,8.55,26.79,0.23,12.06,No
4842,University,District-C,Sunny,20,2026-06-02 19:55:41,Yes,256.32,51.58,204.74,0.26,92.13,No
4843,Factory,District-B,Windy,37,2026-05-12 08:55:41,Yes,1588.41,822.68,765.73,0.33,344.58,No
4844,Office,District-B,Rainy,20,2026-05-11 22:55:41,Yes,433.94,82.4,351.54,0.21,158.19,No
4845,Hospital,District-D,Sunny,28,2026-05-18 23:55:41,No,361.24,198.84,162.4,0.17,73.08,No
4846,House,District-B,Rainy,36,2026-05-18 18:55:41,Yes,26.22,14.13,12.09,0.18,5.44,No
4847,School,District-B,Cloudy,15,2026-05-15 06:55:41,No,287.79,39.71,248.08,0.34,111.64,No
4848,University,District-E,Windy,26,2026-05-20 13:55:41,No,387.0,19.72,367.28,0.18,165.28,No
4849,Hospital,District-D,Windy,29,2026-05-28 13:55:41,No,951.82,65.81,886.01,0.17,398.7,No
4850,School,District-C,Sunny,43,2026-05-15 14:55:41,No,122.22,70.9,51.32,0.35,23.09,No
4851,House,District-E,Windy,37,2026-05-28 18:55:41,Yes,9.72,4.48,5.24,0.19,2.36,No
4852,Office,District-C,Rainy,43,2026-05-26 14:55:41,No,143.39,8.73,134.66,0.19,60.6,No
4853,Apartment,District-A,Sunny,42,2026-05-31 13:55:41,No,47.22,0.31,46.91,0.17,21.11,No
4854,University,District-E,Sunny,27,2026-05-28 22:55:41,Yes,296.16,96.72,199.44,0.15,89.75,No
4855,Office,District-C,Rainy,19,2026-06-01 17:55:41,Yes,425.43,147.21,278.22,0.3,125.2,No
4856,House,District-D,Windy,21,2026-05-19 11:55:41,No,14.34,8.6,5.74,0.24,2.58,No
4857,Apartment,District-A,Windy,15,2026-05-16 04:55:41,No,45.65,7.99,37.66,0.28,16.95,No
4858,Factory,District-A,Windy,43,2026-06-01 04:55:41,No,1112.97,577.7,535.27,0.16,240.87,No
4859,University,District-D,Windy,41,2026-05-10 19:55:41,Yes,541.29,171.37,369.92,0.22,166.46,No
4860,Office,District-A,Windy,23,2026-05-12 02:55:41,No,289.36,102.92,186.44,0.35,83.9,No
4861,Office,District-C,Sunny,43,2026-05-16 22:55:41,Yes,226.54,130.48,96.06,0.34,43.23,No
4862,House,District-C,Windy,42,2026-05-19 23:55:41,No,26.83,10.45,16.38,0.15,7.37,No
4863,House,District-D,Rainy,43,2026-05-29 10:55:41,Yes,54.88,9.34,45.54,0.32,20.49,No
4864,Hospital,District-B,Windy,21,2026-06-04 21:55:41,Yes,1031.3,90.95,940.35,0.27,423.16,No
4865,SolarFarm,District-E,Rainy,38,2026-06-01 04:55:41,No,377.41,2669.35,0,0.39,0.0,No
4866,Hospital,District-B,Rainy,27,2026-06-01 11:55:41,No,685.21,343.42,341.79,0.16,153.81,No
4867,Hospital,District-D,Windy,44,2026-05-09 13:55:41,No,790.96,473.94,317.02,0.38,142.66,No
4868,House,District-D,Rainy,34,2026-05-09 00:55:41,No,28.0,16.49,11.51,0.28,5.18,No
4869,School,District-C,Sunny,25,2026-05-25 07:55:41,Yes,297.57,23.84,273.73,0.31,123.18,No
4870,School,District-E,Cloudy,22,2026-05-15 10:55:41,Yes,288.69,110.33,178.36,0.34,80.26,No
4871,SolarFarm,District-C,Rainy,24,2026-06-03 20:55:41,Yes,321.74,2426.48,0,0.35,0.0,No
4872,SolarFarm,District-D,Windy,16,2026-05-14 17:55:41,Yes,361.12,3982.35,0,0.32,0.0,No
4873,Factory,District-E,Sunny,38,2026-06-04 18:55:41,Yes,3271.28,1155.22,2116.06,0.34,952.23,No
4874,School,District-A,Windy,33,2026-06-02 17:55:41,Yes,168.4,35.63,132.77,0.17,59.75,No
4875,Factory,District-B,Rainy,15,2026-05-19 23:55:41,No,687.31,102.24,585.07,0.37,263.28,No
4876,SolarFarm,District-C,Cloudy,19,2026-05-11 06:55:41,No,174.32,1349.38,0,0.29,0.0,No
4877,SolarFarm,District-A,Windy,41,2026-06-05 14:55:41,No,443.57,1992.51,0,0.18,0.0,No
4878,House,District-D,Sunny,40,2026-05-20 08:55:41,Yes,20.21,7.72,12.49,0.22,5.62,No
4879,School,District-E,Sunny,26,2026-05-10 14:55:41,No,247.15,72.29,174.86,0.31,78.69,No
4880,Office,District-D,Cloudy,30,2026-05-27 22:55:41,Yes,142.83,19.31,123.52,0.37,55.58,No
4881,Office,District-B,Rainy,45,2026-05-12 03:55:41,No,249.21,63.92,185.29,0.19,83.38,No
4882,Apartment,District-A,Cloudy,25,2026-06-06 02:55:41,No,34.14,4.63,29.51,0.35,13.28,No
4883,Apartment,District-A,Cloudy,19,2026-05-23 14:55:41,No,58.58,8.47,50.11,0.19,22.55,No
4884,Factory,District-B,Sunny,32,2026-06-05 03:55:41,No,2978.31,508.43,2469.88,0.24,1111.45,No
4885,Hospital,District-E,Sunny,42,2026-05-12 13:55:41,No,960.3,522.93,437.37,0.33,196.82,Yes
4886,SolarFarm,District-A,Sunny,44,2026-05-16 12:55:41,No,360.72,2320.84,0,0.22,0.0,No
4887,School,District-D,Sunny,31,2026-05-20 02:55:41,No,193.47,25.0,168.47,0.35,75.81,No
4888,University,District-D,Sunny,34,2026-05-21 10:55:41,Yes,502.14,215.36,286.78,0.21,129.05,No
4889,Hospital,District-B,Sunny,38,2026-05-15 06:55:41,No,910.17,277.03,633.14,0.37,284.91,No
4890,SolarFarm,District-C,Windy,28,2026-05-23 22:55:41,Yes,255.16,2639.17,0,0.37,0.0,No
4891,Apartment,District-E,Windy,29,2026-06-01 14:55:41,No,24.6,8.78,15.82,0.28,7.12,No
4892,SolarFarm,District-B,Cloudy,29,2026-05-07 23:55:41,No,164.01,860.73,0,0.38,0.0,No
4893,Apartment,District-B,Sunny,43,2026-05-15 10:55:41,Yes,91.15,38.83,52.32,0.22,23.54,No
4894,Office,District-E,Windy,15,2026-05-29 16:55:41,No,151.37,7.56,143.81,0.32,64.71,No
4895,House,District-C,Rainy,36,2026-05-18 12:55:41,No,32.37,9.62,22.75,0.25,10.24,No
4896,Apartment,District-D,Rainy,38,2026-05-14 20:55:41,Yes,62.34,21.39,40.95,0.28,18.43,No
4897,House,District-D,Windy,43,2026-05-21 13:55:41,No,36.41,14.71,21.7,0.38,9.77,No
4898,School,District-D,Cloudy,33,2026-05-10 23:55:41,No,147.81,77.0,70.81,0.22,31.86,No
4899,Factory,District-C,Windy,22,2026-05-20 12:55:41,No,2133.04,278.26,1854.78,0.31,834.65,No
4900,School,District-E,Cloudy,30,2026-05-17 17:55:41,Yes,353.73,53.82,299.91,0.32,134.96,No
4901,House,District-A,Rainy,36,2026-05-16 06:55:41,No,15.95,2.43,13.52,0.19,6.08,No
4902,Office,District-B,Rainy,45,2026-05-08 01:55:41,No,208.49,14.05,194.44,0.19,87.5,No
4903,University,District-D,Rainy,17,2026-05-11 12:55:41,No,481.91,156.18,325.73,0.3,146.58,No
4904,House,District-D,Sunny,21,2026-05-18 10:55:41,Yes,30.61,7.15,23.46,0.31,10.56,No
4905,Office,District-A,Windy,30,2026-05-30 23:55:41,No,108.23,47.34,60.89,0.19,27.4,No
4906,House,District-A,Cloudy,17,2026-05-16 22:55:41,Yes,23.01,11.19,11.82,0.19,5.32,No
4907,Office,District-E,Sunny,39,2026-05-12 16:55:41,No,358.48,96.51,261.97,0.39,117.89,No
4908,University,District-B,Cloudy,27,2026-05-09 10:55:41,Yes,442.64,134.62,308.02,0.27,138.61,No
4909,SolarFarm,District-A,Rainy,23,2026-05-24 08:55:41,Yes,660.21,1005.83,0,0.37,0.0,No
4910,House,District-C,Cloudy,37,2026-05-09 08:55:41,Yes,8.26,0.83,7.43,0.27,3.34,No
4911,School,District-C,Windy,28,2026-05-15 05:55:41,No,143.22,8.15,135.07,0.37,60.78,No
4912,Office,District-D,Windy,26,2026-06-04 05:55:41,No,363.78,91.52,272.26,0.4,122.52,No
4913,SolarFarm,District-B,Rainy,24,2026-05-27 05:55:41,No,140.7,2916.63,0,0.3,0.0,No
4914,School,District-C,Cloudy,15,2026-05-10 17:55:41,Yes,314.93,156.2,158.73,0.26,71.43,No
4915,Apartment,District-B,Windy,16,2026-05-15 06:55:41,No,74.25,26.67,47.58,0.37,21.41,No
4916,House,District-E,Windy,32,2026-06-02 06:55:41,No,9.07,4.8,4.27,0.35,1.92,No
4917,House,District-B,Rainy,34,2026-05-18 22:55:41,Yes,40.54,4.85,35.69,0.15,16.06,No
4918,Factory,District-C,Rainy,39,2026-05-26 11:55:41,No,600.94,330.41,270.53,0.23,121.74,No
4919,Hospital,District-C,Cloudy,39,2026-05-22 15:55:41,No,954.96,307.79,647.17,0.25,291.23,No
4920,Office,District-E,Cloudy,18,2026-05-31 02:55:41,No,100.12,11.72,88.4,0.38,39.78,No
4921,SolarFarm,District-C,Rainy,35,2026-05-17 15:55:41,No,191.82,1477.38,0,0.29,0.0,No
4922,University,District-C,Sunny,27,2026-05-19 11:55:41,No,464.7,46.77,417.93,0.24,188.07,No
4923,University,District-D,Rainy,26,2026-05-15 22:55:41,Yes,430.46,255.61,174.85,0.27,78.68,No
4924,Hospital,District-E,Cloudy,22,2026-05-26 03:55:41,No,368.35,125.21,243.14,0.33,109.41,No
4925,School,District-D,Cloudy,28,2026-06-01 16:55:41,No,219.11,126.21,92.9,0.18,41.81,No
4926,SolarFarm,District-C,Sunny,28,2026-05-25 15:55:41,No,358.24,1475.7,0,0.19,0.0,No
4927,School,District-B,Rainy,24,2026-05-16 12:55:41,No,316.01,129.2,186.81,0.22,84.06,No
4928,SolarFarm,District-E,Sunny,29,2026-05-20 09:55:41,Yes,276.01,2584.57,0,0.39,0.0,No
4929,Apartment,District-C,Rainy,20,2026-05-18 15:55:41,No,42.94,9.24,33.7,0.31,15.17,No
4930,Factory,District-B,Sunny,18,2026-05-08 08:55:41,Yes,3309.94,798.42,2511.52,0.3,1130.18,No
4931,SolarFarm,District-A,Rainy,26,2026-05-31 19:55:41,Yes,553.45,2473.23,0,0.18,0.0,No
4932,University,District-B,Windy,32,2026-06-02 01:55:41,No,201.28,103.3,97.98,0.26,44.09,No
4933,Office,District-D,Cloudy,38,2026-05-16 22:55:41,Yes,234.51,50.52,183.99,0.15,82.8,No
4934,SolarFarm,District-D,Rainy,28,2026-05-11 06:55:41,No,299.87,864.41,0,0.34,0.0,No
4935,Apartment,District-C,Sunny,19,2026-05-14 23:55:41,No,79.49,10.36,69.13,0.39,31.11,No
4936,House,District-A,Sunny,23,2026-05-30 16:55:41,No,38.78,10.68,28.1,0.18,12.65,No
4937,Office,District-E,Windy,25,2026-05-18 15:55:41,No,235.93,48.3,187.63,0.19,84.43,No
4938,SolarFarm,District-A,Sunny,15,2026-05-18 13:55:41,No,360.27,8480.09,0,0.21,0.0,No
4939,Hospital,District-D,Windy,39,2026-06-01 13:55:41,No,922.09,220.9,701.19,0.34,315.54,No
4940,University,District-C,Windy,20,2026-05-23 02:55:41,No,390.67,149.32,241.35,0.35,108.61,No
4941,School,District-E,Rainy,27,2026-05-10 10:55:41,Yes,352.91,138.82,214.09,0.16,96.34,No
4942,University,District-B,Sunny,45,2026-06-05 17:55:41,Yes,574.69,218.84,355.85,0.32,160.13,No
4943,Apartment,District-A,Windy,33,2026-05-19 17:55:41,Yes,89.61,42.64,46.97,0.34,21.14,No
4944,Factory,District-B,Sunny,29,2026-05-26 20:55:41,Yes,1394.91,521.2,873.71,0.33,393.17,No
4945,Hospital,District-C,Rainy,42,2026-06-04 22:55:41,Yes,830.39,383.29,447.1,0.16,201.2,No
4946,School,District-E,Rainy,21,2026-05-17 02:55:41,No,308.2,107.54,200.66,0.21,90.3,No
4947,University,District-D,Sunny,31,2026-05-24 07:55:41,Yes,338.46,3.13,335.33,0.29,150.9,No
4948,Hospital,District-C,Rainy,37,2026-05-12 19:55:41,Yes,1016.83,603.02,413.81,0.36,186.21,No
4949,Hospital,District-B,Cloudy,29,2026-05-23 13:55:41,No,678.01,145.97,532.04,0.28,239.42,No
4950,Factory,District-A,Cloudy,22,2026-05-10 00:55:41,No,1590.4,755.89,834.51,0.24,375.53,No
4951,Hospital,District-C,Sunny,36,2026-05-10 18:55:41,Yes,775.19,52.39,722.8,0.36,325.26,No
4952,Office,District-E,Sunny,38,2026-06-02 05:55:41,No,328.56,71.43,257.13,0.23,115.71,No
4953,University,District-B,Sunny,17,2026-05-31 06:55:41,No,462.72,25.22,437.5,0.24,196.88,No
4954,Apartment,District-E,Windy,23,2026-05-19 23:55:41,No,71.24,37.95,33.29,0.24,14.98,No
4955,Apartment,District-D,Cloudy,24,2026-05-13 19:55:41,Yes,69.08,12.11,56.97,0.32,25.64,No
4956,Apartment,District-B,Windy,42,2026-05-07 17:55:41,Yes,97.51,28.31,69.2,0.18,31.14,No
4957,Hospital,District-B,Cloudy,29,2026-05-08 00:55:41,No,429.91,181.0,248.91,0.25,112.01,No
4958,Office,District-C,Cloudy,41,2026-06-01 05:55:41,No,325.27,54.63,270.64,0.18,121.79,No
4959,SolarFarm,District-C,Windy,36,2026-05-13 23:55:41,No,169.03,6688.0,0,0.27,0.0,No
4960,Factory,District-E,Windy,30,2026-05-19 14:55:41,No,1896.46,1032.1,864.36,0.25,388.96,No
4961,Apartment,District-E,Sunny,40,2026-05-29 02:55:41,No,39.4,16.13,23.27,0.28,10.47,No
4962,House,District-A,Windy,24,2026-05-09 19:55:41,Yes,35.35,7.26,28.09,0.38,12.64,No
4963,School,District-C,Sunny,32,2026-06-06 05:55:41,No,196.91,112.74,84.17,0.22,37.88,No
4964,Apartment,District-A,Rainy,24,2026-05-29 19:55:41,Yes,108.24,2.21,106.03,0.16,47.71,No
4965,University,District-A,Sunny,26,2026-06-04 16:55:41,No,392.64,200.14,192.5,0.29,86.62,No
4966,Factory,District-E,Sunny,38,2026-05-26 16:55:41,No,1467.03,845.41,621.62,0.33,279.73,No
4967,School,District-B,Rainy,22,2026-05-09 12:55:41,No,241.34,118.99,122.35,0.17,55.06,No
4968,Factory,District-C,Cloudy,28,2026-06-01 04:55:41,No,2373.75,91.82,2281.93,0.3,1026.87,Yes
4969,House,District-B,Windy,31,2026-05-21 13:55:41,No,18.36,3.01,15.35,0.25,6.91,No
4970,Apartment,District-E,Sunny,41,2026-05-19 10:55:41,Yes,36.3,8.52,27.78,0.29,12.5,No
4971,Factory,District-E,Cloudy,33,2026-05-27 00:55:41,No,2068.32,645.53,1422.79,0.16,640.26,No
4972,Factory,District-C,Rainy,40,2026-05-16 14:55:41,No,915.75,114.88,800.87,0.37,360.39,No
4973,Apartment,District-D,Windy,22,2026-05-13 12:55:41,No,49.48,0.24,49.24,0.16,22.16,No
4974,Factory,District-B,Cloudy,40,2026-05-13 12:55:41,No,2942.27,1362.39,1579.88,0.24,710.95,No
4975,Office,District-B,Sunny,19,2026-05-21 12:55:41,No,168.49,17.5,150.99,0.2,67.95,No
4976,Hospital,District-C,Windy,21,2026-05-17 08:55:41,Yes,591.64,187.12,404.52,0.34,182.03,No
4977,SolarFarm,District-D,Sunny,36,2026-05-30 09:55:41,Yes,550.34,1833.29,0,0.36,0.0,No
4978,SolarFarm,District-E,Windy,15,2026-05-12 16:55:41,No,409.93,1341.83,0,0.16,0.0,No
4979,Apartment,District-A,Rainy,28,2026-05-25 05:55:41,No,86.71,30.27,56.44,0.18,25.4,No
4980,Factory,District-C,Windy,30,2026-05-09 04:55:41,No,2304.98,777.6,1527.38,0.29,687.32,No
4981,Factory,District-E,Sunny,28,2026-05-30 03:55:41,No,902.55,247.02,655.53,0.31,294.99,No
4982,House,District-E,Windy,38,2026-05-16 17:55:41,Yes,20.56,10.82,9.74,0.28,4.38,No
4983,Apartment,District-D,Rainy,45,2026-05-20 21:55:41,Yes,33.36,17.17,16.19,0.21,7.29,No
4984,Apartment,District-B,Rainy,40,2026-05-17 08:55:41,Yes,40.52,23.63,16.89,0.3,7.6,No
4985,Apartment,District-C,Sunny,34,2026-05-10 08:55:41,Yes,57.0,0.12,56.88,0.36,25.6,No
4986,Apartment,District-E,Rainy,33,2026-06-04 17:55:41,Yes,74.21,18.52,55.69,0.32,25.06,No
4987,Hospital,District-A,Cloudy,28,2026-06-02 10:55:41,Yes,1168.81,576.17,592.64,0.29,266.69,Yes
4988,SolarFarm,District-C,Windy,15,2026-05-24 23:55:41,No,195.43,6711.01,0,0.39,0.0,No
4989,Apartment,District-E,Windy,23,2026-05-17 22:55:41,Yes,42.8,1.9,40.9,0.4,18.41,No
4990,University,District-E,Rainy,36,2026-05-20 13:55:41,No,337.81,6.46,331.35,0.22,149.11,No
4991,School,District-D,Sunny,19,2026-05-17 23:55:41,No,238.78,92.22,146.56,0.2,65.95,No
4992,Factory,District-A,Cloudy,15,2026-05-13 09:55:41,Yes,1910.15,927.83,982.32,0.39,442.04,No
4993,House,District-C,Rainy,45,2026-05-15 06:55:41,No,9.34,2.8,6.54,0.31,2.94,No
4994,House,District-E,Sunny,18,2026-05-08 07:55:41,Yes,23.31,7.15,16.16,0.37,7.27,No
4995,Factory,District-C,Cloudy,36,2026-05-27 09:55:41,Yes,3337.2,48.07,3289.13,0.38,1480.11,No
4996,Hospital,District-A,Rainy,44,2026-06-03 00:55:41,No,610.24,89.1,521.14,0.34,234.51,No
4997,Office,District-A,Windy,16,2026-05-13 08:55:41,Yes,232.01,98.19,133.82,0.34,60.22,No
4998,Office,District-A,Rainy,26,2026-05-08 10:55:41,Yes,529.65,156.99,372.66,0.22,167.7,Yes
4999,Apartment,District-D,Rainy,34,2026-05-27 16:55:41,No,79.62,13.06,66.56,0.15,29.95,No
5000,Office,District-C,Cloudy,24,2026-05-26 04:55:41,No,156.21,47.37,108.84,0.15,48.98,No
5001,Hospital,District-D,Windy,20,2026-05-16 01:55:41,No,396.65,155.75,240.9,0.27,108.41,No
5002,Office,District-A,Cloudy,19,2026-06-02 19:55:41,Yes,178.68,2.25,176.43,0.36,79.39,No
5003,House,District-C,Sunny,17,2026-05-14 18:55:41,Yes,36.4,6.79,29.61,0.24,13.32,No
5004,University,District-E,Cloudy,31,2026-05-09 16:55:41,No,474.5,181.75,292.75,0.27,131.74,No
5005,University,District-A,Cloudy,27,2026-05-25 08:55:41,Yes,579.67,251.99,327.68,0.38,147.46,No
5006,University,District-B,Sunny,41,2026-06-05 11:55:41,No,307.92,22.37,285.55,0.25,128.5,No
5007,Factory,District-B,Windy,21,2026-05-12 10:55:41,Yes,3486.55,1653.44,1833.11,0.22,824.9,No
5008,Factory,District-C,Cloudy,25,2026-05-09 03:55:41,No,1456.86,152.8,1304.06,0.37,586.83,No
5009,School,District-C,Rainy,45,2026-06-03 00:55:41,No,282.4,143.22,139.18,0.36,62.63,No
5010,House,District-E,Rainy,41,2026-05-23 05:55:41,No,31.58,15.21,16.37,0.22,7.37,No
5011,Factory,District-A,Rainy,27,2026-05-14 09:55:41,Yes,3796.33,544.97,3251.36,0.29,1463.11,No
5012,Hospital,District-E,Windy,30,2026-05-30 06:55:41,No,548.4,260.18,288.22,0.18,129.7,No
5013,Office,District-D,Sunny,35,2026-05-27 09:55:41,Yes,304.39,169.34,135.05,0.24,60.77,No
5014,School,District-C,Rainy,36,2026-06-05 04:55:41,No,121.86,58.96,62.9,0.19,28.3,No
5015,University,District-C,Rainy,20,2026-05-24 23:55:41,No,223.7,93.68,130.02,0.24,58.51,No
5016,Office,District-B,Sunny,19,2026-05-09 03:55:41,No,214.48,32.93,181.55,0.21,81.7,No
5017,Factory,District-C,Cloudy,17,2026-05-16 08:55:41,Yes,2995.46,1580.91,1414.55,0.39,636.55,Yes
5018,Office,District-D,Rainy,27,2026-05-11 23:55:41,No,261.62,133.12,128.5,0.36,57.83,No
5019,Apartment,District-D,Rainy,24,2026-06-06 05:55:41,No,70.86,9.76,61.1,0.3,27.5,No
5020,Apartment,District-C,Cloudy,42,2026-05-29 06:55:41,No,66.58,36.66,29.92,0.37,13.46,No
5021,School,District-D,Windy,44,2026-05-09 20:55:41,Yes,298.79,0.51,298.28,0.15,134.23,No
5022,School,District-A,Rainy,19,2026-05-12 16:55:41,No,125.16,61.57,63.59,0.25,28.62,No
5023,Office,District-D,Cloudy,27,2026-05-28 01:55:41,No,189.08,51.22,137.86,0.37,62.04,No
5024,SolarFarm,District-B,Rainy,17,2026-06-01 20:55:41,Yes,322.18,2445.12,0,0.31,0.0,No
5025,Factory,District-D,Sunny,28,2026-05-31 12:55:41,No,1402.43,747.05,655.38,0.15,294.92,No
5026,Factory,District-C,Rainy,22,2026-05-15 09:55:41,Yes,1832.63,750.81,1081.82,0.32,486.82,No
5027,Hospital,District-D,Sunny,30,2026-05-17 12:55:41,No,483.04,25.32,457.72,0.39,205.97,No
5028,House,District-B,Sunny,37,2026-05-21 09:55:41,Yes,49.54,14.33,35.21,0.33,15.84,No
5029,Apartment,District-B,Rainy,38,2026-05-31 19:55:41,Yes,67.99,0.08,67.91,0.17,30.56,No
5030,University,District-D,Rainy,31,2026-05-30 11:55:41,No,321.77,176.74,145.03,0.16,65.26,No
5031,School,District-B,Sunny,33,2026-05-08 12:55:41,No,283.62,169.27,114.35,0.2,51.46,No
